1,40.356467,-73.972753
2,40.358553,-73.972936
3,40.357229,-73.973002
4,40.356302,-73.973337
5,40.357448,-73.973214
6,40.356486,-73.973048
7,40.361363,-73.973205
8,40.356788,-73.973386
9,40.356306,-73.973396
10,40.392811,-73.976745
11,40.361257,-73.973158
12,40.361404,-73.973076
13,40.356496,-73.973105
14,40.393299,-73.976271
15,40.356019,-73.972629
16,40.356301,-73.973563
17,40.356786,-73.973519
18,40.356302,-73.973482
19,40.356485,-73.973193
20,40.392725,-73.976201
21,40.354733,-73.972831
22,40.393144,-73.976839
23,40.356468,-73.973497
24,40.35723,-73.973112
25,40.356483,-73.973262
26,40.355042,-73.97282
27,40.346207,-73.97434
28,40.346043,-73.974682
29,40.354534,-73.972831
30,40.346092,-73.974596
31,40.346325,-73.974291
32,40.356969,-73.973472
33,40.356966,-73.973536
34,40.354334,-73.972812
35,40.346052,-73.975101
36,40.375203,-73.974864
38,40.346585,-73.974546
39,40.346543,-73.974365
40,40.356488,-73.973331
41,40.37521,-73.974699
42,40.356019,-73.972774
43,40.346587,-73.975148
44,40.346063,-73.975233
45,40.346583,-73.97445
46,40.346087,-73.975353
47,40.360933,-73.973205
48,40.346619,-73.975052
49,40.355427,-73.972831
50,40.35565,-73.97281
51,40.361362,-73.973317
52,40.346623,-73.974639
53,40.349543,-73.97445
55,40.363375,-73.974892
56,40.364084,-73.974798
57,40.35525,-73.97281
58,40.349617,-73.974097
59,40.355393,-73.974441
60,40.348171,-73.976138
61,40.358773,-73.974661
62,40.347754,-73.976503
63,40.348161,-73.97589
64,40.37887,-73.974773
65,40.348166,-73.976275
66,40.348204,-73.976796
67,40.380296,-73.974847
68,40.361889,-73.974382
69,40.348466,-73.975485
70,40.348244,-73.975469
71,40.34831,-73.975839
72,40.379748,-73.974828
73,40.348924,-73.975801
74,40.348166,-73.97639
75,40.34847,-73.975322
76,40.381931,-73.974899
77,40.349691,-73.975582
79,40.379227,-73.974777
80,40.381131,-73.974863
81,40.375999,-73.974789
82,40.358874,-73.974033
83,40.348576,-73.975268
84,40.380172,-73.974837
85,40.391195,-73.977042
87,40.385949,-73.97578
88,40.360835,-73.974515
89,40.347989,-73.976908
90,40.363297,-73.975419
91,40.393738,-73.97684
92,40.348084,-73.976865
93,40.38124,-73.974904
94,40.38157,-73.974908
95,40.391456,-73.976887
96,40.379536,-73.974788
97,40.348183,-73.976541
99,40.349737,-73.975183
100,40.381053,-73.974867
101,40.391252,-73.977308
102,40.348931,-73.976394
104,40.37895,-73.974742
105,40.349712,-73.975397
106,40.348544,-73.976594
107,40.391454,-73.977096
108,40.364476,-73.974763
109,40.361622,-73.974989
110,40.361872,-73.975083
111,40.36126,-73.974344
112,40.348879,-73.97537
113,40.374504,-73.974698
114,40.357728,-73.974709
115,40.381817,-73.974926
116,40.363379,-73.975165
117,40.358902,-73.974661
118,40.349264,-73.974911
119,40.361174,-73.974332
120,40.380982,-73.974875
124,40.392161,-73.977121
125,40.349271,-73.975352
126,40.358932,-73.975043
127,40.358992,-73.974654
128,40.392198,-73.976798
129,40.359045,-73.974687
131,40.361569,-73.974398
132,40.376027,-73.974513
134,40.350364,-73.974836
136,40.386082,-73.975262
137,40.349455,-73.974933
138,40.36188,-73.974854
139,40.378662,-73.974776
140,40.350311,-73.975092
141,40.379442,-73.974782
142,40.363401,-73.974699
143,40.362098,-73.975094
144,40.378273,-73.974714
145,40.349429,-73.975373
147,40.361311,-73.974615
149,40.359032,-73.975078
150,40.374777,-73.974774
152,40.392133,-73.976789
153,40.379345,-73.97479
154,40.361883,-73.974933
155,40.361576,-73.975149
156,40.362594,-73.974786
157,40.349098,-73.975385
158,40.361571,-73.974861
159,40.36281,-73.974709
160,40.359483,-73.974247
161,40.365977,-73.974407
163,40.390919,-73.977253
164,40.361103,-73.974669
165,40.362122,-73.975736
166,40.392274,-73.976783
167,40.361314,-73.974697
168,40.361104,-73.97489
170,40.350376,-73.974392
173,40.37784,-73.974611
174,40.393687,-73.976504
175,40.377159,-73.974677
176,40.376437,-73.974776
178,40.377816,-73.975028
179,40.361886,-73.975207
181,40.377016,-73.974665
182,40.392348,-73.976757
183,40.377989,-73.974626
184,40.361875,-73.975314
187,40.369323,-73.97432
188,40.386284,-73.975305
189,40.386423,-73.975753
190,40.362648,-73.975168
191,40.37843,-73.974887
193,40.358574,-73.974623
194,40.364217,-73.974998
195,40.361305,-73.974914
196,40.361298,-73.974978
197,40.362575,-73.974904
198,40.377416,-73.974625
200,40.382324,-73.975147
201,40.36713,-73.974299
202,40.361325,-73.974761
203,40.359059,-73.975583
206,40.36082,-73.974882
207,40.362573,-73.974976
208,40.3605,-73.975049
210,40.363684,-73.974781
211,40.360314,-73.974323
212,40.360282,-73.974827
213,40.362793,-73.974934
214,40.361655,-73.975982
215,40.362584,-73.975075
217,40.360838,-73.974807
218,40.38486,-73.975152
219,40.367306,-73.974307
220,40.359385,-73.975581
221,40.36,-73.974501
222,40.360498,-73.974914
223,40.3763,-73.974795
224,40.360027,-73.974931
225,40.359526,-73.974435
226,40.385114,-73.975152
227,40.361069,-73.974984
228,40.36107,-73.975743
232,40.36131,-73.975417
233,40.359806,-73.974878
234,40.359787,-73.974346
235,40.360495,-73.974831
236,40.3598,-73.974786
237,40.36027,-73.974648
238,40.359883,-73.975909
240,40.360503,-73.974571
241,40.360815,-73.975065
242,40.361064,-73.975112
243,40.361286,-73.975135
244,40.361052,-73.975269
245,40.360816,-73.975149
247,40.378149,-73.975188
248,40.360479,-73.975196
249,40.361058,-73.975339
251,40.360033,-73.974827
252,40.361284,-73.975477
253,40.361098,-73.97541
254,40.378015,-73.975075
255,40.361311,-73.975272
260,40.385659,-73.975662
261,40.361603,-73.975459
262,40.359797,-73.974972
263,40.36128,-73.97562
264,40.36082,-73.975427
266,40.359519,-73.974573
267,40.36083,-73.974975
268,40.360347,-73.975322
269,40.361547,-73.975346
270,40.359305,-73.97533
272,40.360069,-73.975546
273,40.360079,-73.975631
274,40.360778,-73.975322
276,40.361569,-73.975519
277,40.360299,-73.975097
278,40.359852,-73.975758
280,40.360499,-73.975287
281,40.360293,-73.975187
282,40.360094,-73.976002
283,40.359517,-73.974699
284,40.360048,-73.975028
285,40.361074,-73.975531
286,40.361583,-73.975604
